Overview

Overview
"IMPROVE Data Use: For journal publications, please inform Anthony Prenni (Anthony_Prenni@nps.gov) of the planned publication. Drafts of publications will be reviewed upon request for issues that could affect the data interpretation. Preferred Reference: Please reference the Malm,et al. (1994) article below when using IMPROVE data. Malm, W. C., J. F. Sisler, D. Huffman, R. A. Eldred, and T. A. Cahill (1994), Spatial and seasonal trends in particle concentration and optical extinction in the United States, J. Geophys. Res., 99, 1347-1370. Preferred Acknowledgment: IMPROVE is a collaborative association of state, tribal, and federal agencies, and international partners. US Environmental Protection Agency is the primary funding source, with contracting and research support from the National Park Service. The Air Quality Group at the University of California, Davis is the central analytical laboratory, with ion analysis provided by Research Triangle Institute, and carbon analysis provided by Desert Research Institute.
(Also: Prior to use, all data users are encouraged to review the IMPROVE data advisories located on the IMPROVE website: http://vista.cira.colostate.edu/IMPROVE/Data/QA_QC/Advisory.htm)"

Datasets

Dataset,Code,StartDate,EndDate,Frequency,NumRecords
"IMPROVE Aerosol","IMPAER",3/2/1988 12:00:00 AM,10/30/2023 12:00:00 AM,"1-in-3 day",39778115

Sites

Site,Code,Dataset,Country,State,County,AQSCode,Latitude,Longitude,Elevation,StartDate,EndDate,DemographicCode,LandUseCode,StreetAddress,LocDesc,Sponsor,ProgramKey,NumPOCs
"TRIN1","IMPAER","Operational","04/09/2003","C1 Module pump replaced"
"TRIN1","IMPAER","Operational","04/09/2003","D1 Module Flow Calibration"
"TRIN1","IMPAER","Operational","04/09/2003","D1 Module pump replaced"
"TRIN1","IMPAER","Operational","04/09/2003","Photos taken"
"TRIN1","IMPAER","Operational","04/09/2003","Routine annual maintenance"
"TRIN1","IMPAER","Event","09/15/2003","local fire"
"TRIN1","IMPAER","Event","09/24/2003","smoke from Mendocino County fire"
"TRIN1","IMPAER","Operational","04/21/2004","A1 Module area increased from 2.20 to 3.53 sq cm"
"TRIN1","IMPAER","Operational","09/08/2004","A1 Module pump replaced"
"TRIN1","IMPAER","Operational","09/08/2004","B1 Module pump replaced"
"TRIN1","IMPAER","Operational","09/27/2004","D1 Module pump replaced"
"TRIN1","IMPAER","Operational","10/26/2004","B1 Module pump replaced"
"TRIN1","IMPAER","Operational","11/01/2004","A1 Module Flow Calibration"
"TRIN1","IMPAER","Operational","11/01/2004","B1 Module Flow Calibration"
"TRIN1","IMPAER","Operational","11/01/2004","C1 Module Flow Calibration"
"TRIN1","IMPAER","Operational","11/01/2004","D1 Module Flow Calibration"
"TRIN1","IMPAER","Operational","11/01/2004","D1 Module inlet Changed from Wedding to Sierra"
"TRIN1","IMPAER","Operational","11/01/2004","Routine annual maintenance"
"TRIN1","IMPAER","Event","11/02/2004","Fire in the area"
"TRIN1","IMPAER","Equipment Problem","01/21/2014","CNTRLR writing new file for each day. (resolved)"
"TRIN1","IMPAER","Part Replacement","01/22/2014","Controller"
"TRIN1","IMPAER","Site Visit","04/03/2014","Calibration and maintenance on all modules"
"TRIN1","IMPAER","Equipment Problem","06/03/2014","B EBOX Ori zero is erratic (resolved)"
"TRIN1","IMPAER","Part Replacement","06/24/2014","Pump (3C)"
"TRIN1","IMPAER","Part Replacement","06/24/2014","Pump (1A)"
"TRIN1","IMPAER","Site Visit","07/07/2014","Calibration and maintenance on all modules"
"TRIN1","IMPAER","Equipment Problem","01/09/2015","C ORI zero value elevated (resolved)"
"TRIN1","IMPAER","Structural Damage Problem","03/17/2015","C stack Leaking, B Manifold sticking (resolved)"
"TRIN1","IMPAER","Equipment Problem","12/04/2017","V4 Controller Deployment (resolved)"
"TRIN1","IMPAER","Part Replacement","12/12/2017","Controller"
"TRIN1","IMPAER","Part Replacement","12/20/2017","EBox (4D)"
"TRIN1","IMPAER","Part Replacement","12/20/2017","EBox (3C)"
"TRIN1","IMPAER","Part Replacement","12/20/2017","EBox (2B)"
"TRIN1","IMPAER","Part Replacement","12/20/2017","EBox (1A)"
"TRIN1","IMPAER","Part Replacement","12/21/2017","Controller"
"TRIN1","IMPAER","Part Replacement","05/14/2018","Controller"
"TRIN1","IMPAER","Site Visit","05/14/2018","Calibration and maintenance on all modules"
"TRIN1","IMPAER","Equipment Problem","09/05/2019","C Ebox is offine (resolved)"
"TRIN1","IMPAER","Part Replacement","09/06/2019","EBox (3C)"
"TRIN1","IMPAER","UC Davis Site Visit","06/05/2020","Calibration and maintenance on all modules"
"TUXE1","IMPAER","Operational","09/13/2001","A1 Module Flow Calibration"
"TUXE1","IMPAER","Operational","09/13/2001","B1 Module Flow Calibration"
"TUXE1","IMPAER","Operational","09/13/2001","C1 Module Flow Calibration"
"TUXE1","IMPAER","Operational","09/13/2001","D1 Module Flow Calibration"
"TUXE1","IMPAER","Operational","09/13/2001","Version 2 sampler installed"
"TUXE1","IMPAER","Operational","12/05/2001","Sampler controller replaced"
"TUXE1","IMPAER","Operational","12/18/2001","New IMPROVE site, version 2 sampler installed"
"TUXE1","IMPAER","Event","01/14/2002","Wood stove used"
"TUXE1","IMPAER","Event","02/28/2002","Diesel generator ran"
"TUXE1","IMPAER","Event","03/21/2002","Diesel generator ran this week"
"TUXE1","IMPAER","Event","05/14/2002","Diesel generator ran this week"
"TUXE1","IMPAER","Event","07/16/2002","Diesel generator ran for 12hrs. Other days wood smoke possible."
"TUXE1","IMPAER","Event","07/25/2002","Diesel generator ran  most of the time this week"
"TUXE1","IMPAER","Event","08/03/2002","Diesel generator ran part time this week"
"TUXE1","IMPAER","Event","08/09/2002","Diesel generator ran most of the time the pumps were on this week"
"TUXE1","IMPAER","Event","08/21/2002","Diesel generator ran this week"
"TUXE1","IMPAER","Operational","01/28/2003","A1 Module Flow Calibration"
"TUXE1","IMPAER","Operational","01/28/2003","B1 Module Flow Calibration"
"TUXE1","IMPAER","Operational","01/28/2003","C1 Module Flow Calibration"
"TUXE1","IMPAER","Operational","01/28/2003","D1 Module Flow Calibration"
"TUXE1","IMPAER","Event","03/01/2003","Diesel generator ran"
"TUXE1","IMPAER","Event","03/19/2003","possible wood smoke, possible diesel emmission from generator this date"
"TUXE1","IMPAER","Event","03/31/2003","possible generator and woodsmoke this date"
"TUXE1","IMPAER","Event","04/03/2003","posible diesel and wood smoke emission"
"TUXE1","IMPAER","Event","05/21/2003","Diesel generator run"
"TUXE1","IMPAER","Event","06/05/2003","possible woodsmoke and diesel emitions from generator today"
"TUXE1","IMPAER","Event","06/11/2003","Diesel generator ran this week"
"TUXE1","IMPAER","Event","08/19/2003","Diesel generator ran for a couple of hours today"
"TUXE1","IMPAER","Event","09/06/2003","Diesel generator run 2hrs today"
"TUXE1","IMPAER","Event","10/09/2003","Diesel generator ran for 6 hrs"
"TUXE1","IMPAER","Event","10/21/2003","Diesel generator ran 12hrs"
"TUXE1","IMPAER","Event","11/02/2003","Diesel generator run"
"TUXE1","IMPAER","Event","11/08/2003","Diesel generator ran 24Hrs"
"TUXE1","IMPAER","Event","11/14/2003","Diesel generator ran"
"TUXE1","IMPAER","Event","12/14/2003","Diesel generator ran for 9 hrs"
"TUXE1","IMPAER","Event","01/19/2004","Ran genarator most of the day."
"TUXE1","IMPAER","Event","02/09/2004","Diesel generator ran 9-10 hrs"
"TUXE1","IMPAER","Event","03/01/2004","Diesel generator ran today"
"TUXE1","IMPAER","Event","03/07/2004","Diesel generator ran 4 hrs"
"TUXE1","IMPAER","Event","03/16/2004","Diesel generator ran 4 hrs"
"TUXE1","IMPAER","Event","04/18/2004","Diesel generator ran for 4 hrs"
"TUXE1","IMPAER","Event","04/27/2004","Diesel generator ran for 8 hrs"
"TUXE1","IMPAER","Event","05/03/2004","Diesel generator ran for  5 hrs"
"TUXE1","IMPAER","Event","05/12/2004","Possible wood smoke from wood stove and emission from diesel generator this week"
"TUXE1","IMPAER","Operational","06/21/2004","A1 Module Flow Calibration"
"TUXE1","IMPAER","Operational","06/21/2004","B1 Module Flow Calibration"
"TUXE1","IMPAER","Operational","06/21/2004","C1 Module Flow Calibration"
"TUXE1","IMPAER","Operational","06/21/2004","D1 Module Flow Calibration"
"TUXE1","IMPAER","Operational","06/21/2004","D1 Module inlet Changed from Wedding to Sierra"
"TUXE1","IMPAER","Operational","06/21/2004","Photos taken"
"TUXE1","IMPAER","Operational","06/21/2004","Routine annual maintenance"
"TUXE1","IMPAER","Event","07/02/2004","Diesel generator ran on sample dates this week"
"TUXE1","IMPAER","Event","08/01/2004","Diesel generator ran for 6 hours today"
"TUXE1","IMPAER","Event","08/16/2004","Lots of smoke from fire"
"TUXE1","IMPAER","Operational","08/17/2004","Sampler controller replaced"
"TUXE1","IMPAER","Event","08/19/2004","possible fire smoke, diesel generator emissions"
"TUXE1","IMPAER","Event","08/22/2004","possible fire smoke, diesel generator emissions"
"TUXE1","IMPAER","Event","08/25/2004","Smoke from fire in air"
"TUXE1","IMPAER","Event","08/28/2004","Smoke from fire in air"
"TUXE1","IMPAER","Event","08/31/2004","Smoke from fire in air"
"TUXE1","IMPAER","Operational","11/30/2004","Sampler controller replaced"
"TUXE1","IMPAER","Event","12/20/2004","Diesel generator ran for  5 hrs"
"TUXE1","IMPAER","Event","03/11/2005","Diesel generator ran 6 hours on 03/12/05"
"TUXE1","IMPAER","Site Visit","08/18/2013","Calibration and maintenance on all modules"
"TUXE1","IMPAER","Equipment Problem","10/25/2013","Needs Low Temp Display -20-¦C Version (resolved)"
"TUXE1","IMPAER","Part Replacement","10/29/2013","Other"
"ULBE1","IMPAER","Operational","01/25/2000","New IMPROVE site, version 2 sampler installed"
"ULBE1","IMPAER","Operational","01/25/2000","A1 Module Flow Calibration"
"ULBE1","IMPAER","Operational","01/25/2000","B1 Module Flow Calibration"
"ULBE1","IMPAER","Operational","01/25/2000","C1 Module Flow Calibration"
"ULBE1","IMPAER","Operational","01/25/2000","D1 Module Flow Calibration"
"ULBE1","IMPAER","Operational","01/25/2000","Version 2 sampler installed"
"ULBE1","IMPAER","Operational","08/26/2000","offline until 09/15/2000"
"ULBE1","IMPAER","Operational","09/14/2000","A1 Module Flow Calibration"
"ULBE1","IMPAER","Operational","09/14/2000","B1 Module Flow Calibration"
"ULBE1","IMPAER","Operational","09/14/2000","C1 Module Flow Calibration"
"ULBE1","IMPAER","Operational","09/14/2000","D1 Module Flow Calibration"
"ULBE1","IMPAER","Operational","09/13/2001","A1 Module Flow Calibration"
"ULBE1","IMPAER","Operational","09/13/2001","B1 Module Flow Calibration"
"ULBE1","IMPAER","Operational","09/13/2001","C1 Module Flow Calibration"
"ULBE1","IMPAER","Operational","09/13/2001","D1 Module Flow Calibration"
"ULBE1","IMPAER","Operational","09/13/2001","Routine annual maintenance"
"ULBE1","IMPAER","Operational","06/25/2002","A1 Module Flow Calibration"
"ULBE1","IMPAER","Operational","06/25/2002","A1 Module pump replaced"
"ULBE1","IMPAER","Operational","06/25/2002","B1 Module Flow Calibration"
"ULBE1","IMPAER","Operational","06/25/2002","B1 Module pump replaced"
"ULBE1","IMPAER","Operational","06/25/2002","C1 Module Flow Calibration"
"ULBE1","IMPAER","Operational","06/25/2002","D1 Module Flow Calibration"
"ULBE1","IMPAER","Operational","06/25/2002","Photos taken"
"ULBE1","IMPAER","Operational","06/25/2002","Routine annual maintenance"
"ULBE1","IMPAER","Operational","09/24/2003","A1 Module Flow Calibration"
"ULBE1","IMPAER","Operational","09/24/2003","B1 Module Flow Calibration"
"ULBE1","IMPAER","Operational","09/24/2003","C1 Module Flow Calibration"
"ULBE1","IMPAER","Operational","09/24/2003","D1 Module Flow Calibration"
"ULBE1","IMPAER","Operational","09/24/2003","Photos taken"
"ULBE1","IMPAER","Operational","09/24/2003","Routine annual maintenance"
"ULBE1","IMPAER","Operational","03/04/2004","A1 Module area increased from 2.20 to 3.53 sq cm"
"ULBE1","IMPAER","Operational","06/23/2004","A1 Module Flow Calibration"
"ULBE1","IMPAER","Operational","06/23/2004","B1 Module Flow Calibration"
"ULBE1","IMPAER","Operational","06/23/2004","C1 Module Flow Calibration"
"ULBE1","IMPAER","Operational","06/23/2004","D1 Module Flow Calibration"
"ULBE1","IMPAER","Operational","06/23/2004","Photos taken"
"ULBE1","IMPAER","Operational","06/23/2004","Routine annual maintenance"
"ULBE1","IMPAER","Operational","02/11/2005","B1 Module electronics box replaced"
"ULBE1","IMPAER","Structural Damage Problem","04/03/2014","A MOD low flow (resolved)"
"ULBE1","IMPAER","Part Replacement","04/08/2014","Pump Hose (1A)"
"ULBE1","IMPAER","Part Replacement","04/08/2014","Pump (1A)"
"ULBE1","IMPAER","Equipment Problem","05/12/2014","Low MxORI for D (resolved)"
"ULBE1","IMPAER","Part Replacement","05/15/2014","Pump (4D)"
"ULBE1","IMPAER","Sampler Flow Check","05/15/2014","Modules:"
"ULBE1","IMPAER","Part Replacement","05/15/2014","Pump (1A)"
"ULBE1","IMPAER","Equipment Problem","07/17/2014","Slow starting A pump (resolved)"
"ULBE1","IMPAER","Site Visit","07/29/2014","Calibration and maintenance on all modules"
"ULBE1","IMPAER","Part Replacement","07/29/2014","Pump (1A)"
"ULBE1","IMPAER","Equipment Problem","02/24/2015","CNTRLR Blinking cursor (resolved)"
"ULBE1","IMPAER","Part Replacement","05/19/2015","Pump (3C)"
"ULBE1","IMPAER","Part Replacement","05/19/2015","Pump (2B)"
"ULBE1","IMPAER","Site Visit","07/31/2016","Calibration and maintenance on all modules"
"ULBE1","IMPAER","Site Visit","07/28/2018","Calibration and maintenance on all modules"
"ULBE1","IMPAER","External Audit","09/27/2018","Site Audit by Derek Day"
"ULBE1","IMPAER","Equipment Problem","10/02/2019","A pump replacement  (resolved)"
"ULBE1","IMPAER","Part Replacement","10/07/2019","Pump (1A)"
"ULBE1","IMPAER","Equipment Problem","10/23/2019","A Ebox is online but tranducers are unresponsive (resolved)"
"ULBE1","IMPAER","Part Replacement","10/31/2019","EBox (1A)"
"ULBE1","IMPAER","UC Davis Site Visit","09/01/2020","Calibration and maintenance on all modules"
"ULBE1","IMPAER","Equipment Problem","09/30/2020","4D VAC = 5.018 psi (resolved)"
"ULBE1","IMPAER","Part Replacement","10/13/2020","Pump (4D)"
"UPBU1","IMPAER","Method","06/28/1994","Changed nylon filter size from 47mm diameter to 25mm"
"UPBU1","IMPAER","Operational","09/02/1994","A1 Module Flow Calibration"
"UPBU1","IMPAER","Operational","09/02/1994","A1 Module pump replaced"
"UPBU1","IMPAER","Operational","09/02/1994","B1 Module Flow Calibration"
"UPBU1","IMPAER","Operational","09/02/1994","B1 Module pump replaced"
"UPBU1","IMPAER","Operational","09/02/1994","C1 Module Flow Calibration"
"UPBU1","IMPAER","Operational","09/02/1994","C1 Module pump replaced"
"UPBU1","IMPAER","Operational","09/02/1994","D1 Module Flow Calibration"
"UPBU1","IMPAER","Operational","09/02/1994","D1 Module pump replaced"
"UPBU1","IMPAER","Operational","09/02/1994","Routine annual maintenance"
"UPBU1","IMPAER","Operational","02/20/1995","Routine annual maintenance"
"UPBU1","IMPAER","Operational","05/03/1995","A1 Module area increased from 2.20 to 3.53 sq cm"
"UPBU1","IMPAER","Operational","07/20/1995","A1 Module Flow Calibration"
"UPBU1","IMPAER","Operational","07/20/1995","B1 Module Flow Calibration"
"UPBU1","IMPAER","Operational","07/20/1995","C1 Module Flow Calibration"
"UPBU1","IMPAER","Operational","07/20/1995","D1 Module Flow Calibration"
"UPBU1","IMPAER","Operational","08/06/1996","A1 Module Flow Calibration"
"UPBU1","IMPAER","Method","08/06/1996","Added glycerin to Module B1 denuder"
"UPBU1","IMPAER","Operational","08/06/1996","B1 Module Flow Calibration"
"UPBU1","IMPAER","Operational","08/06/1996","C1 Module Flow Calibration"
"UPBU1","IMPAER","Operational","08/06/1996","D1 Module Flow Calibration"
"UPBU1","IMPAER","Operational","08/06/1996","Routine annual maintenance"
"UPBU1","IMPAER","Operational","08/07/1996","A1 Module pump replaced"
"UPBU1","IMPAER","Operational","08/07/1996","B1 Module pump replaced"
"UPBU1","IMPAER","Operational","08/07/1996","C1 Module pump replaced"
"UPBU1","IMPAER","Operational","08/07/1996","D1 Module pump replaced"
"UPBU1","IMPAER","Event","08/01/1997","Cut, rake, bale dusty hay in adjoining field for 3 days"
"UPBU1","IMPAER","Operational","01/26/1998","A1 Module Flow Calibration"
"UPBU1","IMPAER","Operational","01/26/1998","B1 Module Flow Calibration"
"UPBU1","IMPAER","Operational","01/26/1998","C1 Module Flow Calibration"
"UPBU1","IMPAER","Operational","01/26/1998","D1 Module Flow Calibration"
"UPBU1","IMPAER","Operational","01/26/1998","Routine annual maintenance"
"UPBU1","IMPAER","Operational","03/02/1998","A1 Module pump replaced"
"UPBU1","IMPAER","Operational","03/02/1998","B1 Module pump replaced"
"UPBU1","IMPAER","Operational","03/02/1998","C1 Module pump replaced"
"UPBU1","IMPAER","Operational","03/02/1998","D1 Module elapsed timer replaced"
"UPBU1","IMPAER","Operational","03/02/1998","D1 Module pump replaced"
"UPBU1","IMPAER","Operational","06/23/1998","A1 Module Flow Calibration"
"UPBU1","IMPAER","Operational","10/01/1998","D1 Module Flow Calibration"
"UPBU1","IMPAER","Operational","01/29/1999","A1 Module Flow Calibration"
"UPBU1","IMPAER","Operational","01/29/1999","B1 Module Flow Calibration"
"UPBU1","IMPAER","Operational","01/29/1999","C1 Module Flow Calibration"
"UPBU1","IMPAER","Operational","01/29/1999","D1 Module Flow Calibration"
"UPBU1","IMPAER","Operational","01/29/1999","Routine annual maintenance"
"UPBU1","IMPAER","Operational","02/18/1999","D1 Module magnhelic replaced"
"UPBU1","IMPAER","Event","06/05/1999","Bale and haul hay in adjoining field"
"UPBU1","IMPAER","Event","03/01/2000","Prescribed fire in area 5 miles south this week"
"UPBU1","IMPAER","Event","03/08/2000","Prescribed fire 20 miles south"
"UPBU1","IMPAER","Event","03/11/2000","fields around station fertilized with commercial fertilizer"
"UPBU1","IMPAER","Operational","04/30/2000","Version 2 IMPROVE sampler installed"
"UPBU1","IMPAER","Operational","05/01/2000","A1 Module Flow Calibration"
"UPBU1","IMPAER","Operational","05/01/2000","B1 Module Flow Calibration"
"UPBU1","IMPAER","Operational","05/01/2000","C1 Module Flow Calibration"
"UPBU1","IMPAER","Operational","05/01/2000","D1 Module Flow Calibration"
"UPBU1","IMPAER","Operational","05/01/2000","Version 2 sampler installed"
"UPBU1","IMPAER","Operational","08/26/2000","offline until 09/21/2000"
"UPBU1","IMPAER","Operational","09/19/2000","A1 Module Flow Calibration"
"UPBU1","IMPAER","Operational","09/19/2000","B1 Module Flow Calibration"
"UPBU1","IMPAER","Operational","09/19/2000","C1 Module Flow Calibration"
"UPBU1","IMPAER","Operational","09/19/2000","D1 Module Flow Calibration"
"UPBU1","IMPAER","Operational","08/19/2001","A1 Module Flow Calibration"
"UPBU1","IMPAER","Operational","08/19/2001","B1 Module Flow Calibration"
"UPBU1","IMPAER","Operational","08/19/2001","C1 Module Flow Calibration"
"UPBU1","IMPAER","Operational","08/19/2001","D1 Module Flow Calibration"
"UPBU1","IMPAER","Operational","08/19/2001","Photos taken"
"UPBU1","IMPAER","Operational","08/19/2001","Routine annual maintenance"
"UPBU1","IMPAER","Operational","09/18/2001","Sampler controller replaced"
"UPBU1","IMPAER","Operational","08/25/2002","A1 Module pump replaced"
"UPBU1","IMPAER","Operational","08/25/2002","B1 Module pump replaced"
"UPBU1","IMPAER","Operational","08/25/2002","D1 Module replaced"
"UPBU1","IMPAER","Operational","08/25/2002","Photos taken"
"UPBU1","IMPAER","Operational","08/25/2002","Routine annual maintenance"
"UPBU1","IMPAER","Operational","08/26/2002","A1 Module Flow Calibration"
"UPBU1","IMPAER","Operational","08/26/2002","B1 Module Flow Calibration"
"UPBU1","IMPAER","Operational","08/26/2002","C1 Module Flow Calibration"
"UPBU1","IMPAER","Operational","08/26/2002","D1 Module Flow Calibration"
"UPBU1","IMPAER","Operational","01/14/2003","D1 Module electronics box replaced"
"UPBU1","IMPAER","Event","03/25/2003","Prescribed fire 2-3 miles south"
"UPBU1","IMPAER","Event","03/31/2003","Prescribed fire 2.5 miles SW of station"
"UPBU1","IMPAER","Operational","04/17/2003","C1 Module pump replaced"
"UPBU1","IMPAER","Operational","07/08/2003","C1 Module pump replaced"
"UPBU1","IMPAER","Operational","09/04/2003","C1 Module pump replaced"
"UPBU1","IMPAER","Operational","11/21/2003","A1 Module Flow Calibration"
"UPBU1","IMPAER","Operational","11/21/2003","B1 Module Flow Calibration"
"UPBU1","IMPAER","Operational","11/21/2003","C1 Module Flow Calibration"
"UPBU1","IMPAER","Operational","11/21/2003","C1 Module pump replaced"
"UPBU1","IMPAER","Operational","11/21/2003","CPU replaced"
"UPBU1","IMPAER","Operational","11/21/2003","D1 Module Flow Calibration"
"UPBU1","IMPAER","Operational","11/21/2003","Photos taken"
"UPBU1","IMPAER","Operational","11/21/2003","Routine annual maintenance"
"UPBU1","IMPAER","Event","03/22/2004","Prescribed fire"
"UPBU1","IMPAER","Operational","05/04/2004","2 surge suppressors replaced"
"UPBU1","IMPAER","Operational","06/27/2004","B1 Module pump replaced"
"UPBU1","IMPAER","Operational","08/25/2004","A1 Module Flow Calibration"
"UPBU1","IMPAER","Operational","08/25/2004","B1 Module Flow Calibration"
"UPBU1","IMPAER","Operational","08/25/2004","C1 Module Flow Calibration"
"UPBU1","IMPAER","Operational","08/25/2004","D1 Module Flow Calibration"
"UPBU1","IMPAER","Operational","08/25/2004","Photos taken"
"UPBU1","IMPAER","Operational","08/25/2004","Routine annual maintenance"
"UPBU1","IMPAER","Event","11/03/2004","Exterior of building being painted"
"UPBU1","IMPAER","Operational","11/30/2004","B1 Module pump replaced"
"UPBU1","IMPAER","Operational","12/08/2004","B1 Module pump replaced"
"UPBU1","IMPAER","Operational","01/11/2005","Sampler removed collocated PM10"
"UPBU1","IMPAER","Event","04/04/2005","Prescribed fire 3 miles E of site"
"UPBU1","IMPAER","Equipment Problem","10/14/2013","A CYC running high (resolved)"
"UPBU1","IMPAER","Equipment Problem","03/11/2014","TEMP is a little unstable (resolved)"
"UPBU1","IMPAER","Equipment Problem","04/09/2014","Bad Mod A Readings - possible lightning strike (resolved)"
"UPBU1","IMPAER","Part Replacement","04/15/2014","EBox (1A)"
"UPBU1","IMPAER","Part Replacement","04/15/2014","Temp Probe (3C)"
"UPBU1","IMPAER","Equipment Problem","05/29/2014","Low A CYC values (resolved)"
"UPBU1","IMPAER","Site Visit","08/18/2014","Calibration and maintenance on all modules"
"UPBU1","IMPAER","Part Replacement","10/30/2014","Pump (4D)"
"UPBU1","IMPAER","Part Replacement","10/30/2014","Pump (3C)"
"UPBU1","IMPAER","Part Replacement","10/30/2014","Pump (1A)"
"UPBU1","IMPAER","Equipment Problem","12/29/2014","Shaky, Unstable Temp and Transducer Values (resolved)"
"UPBU1","IMPAER","Equipment Problem","01/06/2015","D ORI high, weights low at times (resolved)"
"UPBU1","IMPAER","Part Replacement","01/06/2015","Controller"
"UPBU1","IMPAER","Equipment Problem","05/04/2015","B CYC values running high (resolved)"
"UPBU1","IMPAER","Sampler Flow Check","08/06/2015","Modules:"
"UPBU1","IMPAER","Equipment Problem","01/14/2016","D ORI high, possible low flow. (resolved)"
"UPBU1","IMPAER","Sampler Flow Check","04/05/2016","Modules:"
"UPBU1","IMPAER","Equipment Problem","06/01/2016","Controller malfunctioning (resolved)"
"UPBU1","IMPAER","Part Replacement","06/03/2016","Controller"
"UPBU1","IMPAER","Part Replacement","06/16/2016","EBox (1A, 2B)"
"UPBU1","IMPAER","Equipment Problem","06/23/2016","Lightning Season Picking Up,  Send Surge Suppressor (resolved)"
"UPBU1","IMPAER","Part Replacement","07/31/2016","Other"
"UPBU1","IMPAER","Site Visit","07/31/2016","Calibration and maintenance on all modules"
"UPBU1","IMPAER","Part Replacement","08/25/2016","Controller"
"UPBU1","IMPAER","Part Replacement","11/02/2016","Controller"
"UPBU1","IMPAER","Equipment Problem","03/29/2017","SLNDS close on run-days (resolved)"
"UPBU1","IMPAER","Equipment Problem","12/11/2017","4D ORI shifts up (resolved)"
"UPBU1","IMPAER","External Audit","04/03/2018","Site Audit by Derek Day"
"UPBU1","IMPAER","Power Problem","07/03/2018","No power / no sampling. (resolved)"
"UPBU1","IMPAER","Part Replacement","07/25/2018","Controller"
"UPBU1","IMPAER","Site Visit","07/28/2018","Calibration and maintenance on all modules"
"UPBU1","IMPAER","Equipment Problem","12/04/2018","high 3C flow > 24 lpm for 2 weeks (resolved)"
"UPBU1","IMPAER","Equipment Problem","01/30/2019","2B MxVAC > 4 (resolved)"
"UPBU1","IMPAER","Part Replacement","02/13/2019","Pump (2B)"
"UPBU1","IMPAER","Equipment Problem","02/20/2019","Operator reports touchscreen and modem not turning on (resolved)"
"UPBU1","IMPAER","Part Replacement","02/25/2019","HUB Card"
"UPBU1","IMPAER","Equipment Problem","05/11/2020","1A pump dead during a sampline day on 5/9 (resolved)"
"UPBU1","IMPAER","Part Replacement","05/12/2020","Pump (1A)"
"UPBU1","IMPAER","Equipment Problem","06/23/2020","B Pump not starting  (resolved)"
"UPBU1","IMPAER","Part Replacement","06/24/2020","Pump (2B)"
"UPBU1","IMPAER","Equipment Problem","07/06/2020","A Ebox offline (resolved)"
"UPBU1","IMPAER","Part Replacement","07/11/2020","EBox (1A)"
"UPBU1","IMPAER","UC Davis Site Visit","07/19/2020","Calibration and maintenance on all modules"
"VIIS1","IMPAER","Operational","02/06/1994","A1 Module Flow Calibration"
"VIIS1","IMPAER","Operational","07/29/1995","A1 Module Flow Calibration"
"VIIS1","IMPAER","Operational","07/29/1995","Routine annual maintenance"
"VIIS1","IMPAER","Operational","08/23/1995","offline until 07/31/1996"
"VIIS1","IMPAER","Operational","07/22/1996","A1 Module Flow Calibration"
"VIIS1","IMPAER","Method","07/22/1996","Added glycerin to Module B1 denuder"
"VIIS1","IMPAER","Operational","07/22/1996","Routine annual maintenance"
"VIIS1","IMPAER","Operational","11/08/1996","therometer replaced"
"VIIS1","IMPAER","Operational","11/24/1997","A1 Module Flow Calibration"
"VIIS1","IMPAER","Event","02/18/1998","Diesel engine operated in the area at sampling time"
"VIIS1","IMPAER","Operational","03/01/1998","A1 Module Flow Calibration"
"VIIS1","IMPAER","Operational","03/01/1998","B1 Module Flow Calibration"
"VIIS1","IMPAER","Operational","03/01/1998","C1 Module Flow Calibration"
"VIIS1","IMPAER","Operational","03/01/1998","D1 Module Flow Calibration"
"VIIS1","IMPAER","Operational","03/21/1998","Added modules BCD to a new A module.  All samplers built by ARS"
"VIIS1","IMPAER","Event","09/21/1998","Hurricane Georges"
"VIIS1","IMPAER","Operational","12/05/1998","offline until 02/17/1999"
"VIIS1","IMPAER","Operational","01/25/1999","A1 Module Flow Calibration"
"VIIS1","IMPAER","Operational","01/25/1999","B1 Module Flow Calibration"
"VIIS1","IMPAER","Operational","01/25/1999","C1 Module Flow Calibration"
"VIIS1","IMPAER","Event","10/20/1999","Hurricane Jose passed through"
"VIIS1","IMPAER","Operational","01/26/2000","offline until 05/13/2000"
"VIIS1","IMPAER","Operational","05/09/2000","Version 2 IMPROVE sampler installed"
"VIIS1","IMPAER","Operational","05/11/2000","A1 Module Flow Calibration"
"VIIS1","IMPAER","Operational","05/11/2000","B1 Module Flow Calibration"
"VIIS1","IMPAER","Operational","05/11/2000","C1 Module Flow Calibration"
"VIIS1","IMPAER","Operational","05/11/2000","D1 Module Flow Calibration"
"VIIS1","IMPAER","Operational","05/11/2000","Version 2 sampler installed"
"VIIS1","IMPAER","Operational","09/01/2000","A1 Module Flow Calibration"
"VIIS1","IMPAER","Operational","09/01/2000","B1 Module Flow Calibration"
"VIIS1","IMPAER","Operational","09/01/2000","C1 Module Flow Calibration"
"VIIS1","IMPAER","Operational","09/01/2000","D1 Module Flow Calibration"
"VIIS1","IMPAER","Operational","09/01/2000","Photos taken"
"VIIS1","IMPAER","Event","07/24/2001","Ash from the volcano in Monteserrat blew down to us"
